id,nickname,birth_date,position,is_alive,boss_id
51500,HenryHarper,1989-03-12,Soldier,true,39718
51501,EugeneStevens,1980-01-20,Soldier,false,49138
51502,ScottRobertson,1985-12-19,Soldier,true,37044
51503,JackFrazier,1997-08-29,Manager,true,3655
51504,JasonFields,2001-03-16,Support,false,46138
51505,quia_aspernatur_cupiditate,1984-04-16,Soldier,true,10879
51506,KathyPhillips,1993-12-18,Soldier,true,3593
51507,dolore_consequuntur_optio,1998-02-09,Manager,false,14357
51508,autem_itaque,1980-05-04,Medical,true,45043
51509,CarolynDuncan,2000-12-06,Manager,true,24838
51510,RussellWard,1985-10-17,Soldier,true,46107
51511,accusamus_dolores,1986-03-03,Soldier,false,1412
51512,kLittle,1998-04-06,Medical,true,28104
51513,GaryAllen,1988-11-05,Manager,true,34718
51514,AaronBishop,1993-12-10,Support,false,14575
51515,est_quidem_autem,1985-09-19,Support,true,40233
51516,DorothyWilliamson,1983-12-09,Manager,true,27461
51517,facere_libero,1992-07-18,Soldier,true,29869
51518,nam_accusamus_odio,1998-03-09,Soldier,true,41930
51519,amet_aliquid_et,1997-06-16,Manager,true,48161
51520,SteveLee,1989-04-22,Manager,true,29200
51521,veniam_in_quae,1993-11-12,Manager,true,46488
51522,quaerat_recusandae,1986-11-23,Support,false,41977
51523,placeat_occaecati,1999-10-27,Soldier,false,35678
51524,quisquam_dolorum,1998-12-16,Soldier,true,24868
51525,quis_accusantium,1986-11-25,Manager,true,10188
51526,MichaelBaker,1980-01-26,Support,false,31082
51527,eligendi_tempora_sapiente,1995-05-17,Manager,true,17234
51528,temporibus_occaecati_rerum,1991-07-13,Manager,true,2332
51529,KathyWallace,1987-07-04,Soldier,true,37958
51530,neque_similique_nesciunt,1995-03-10,Soldier,false,37998
51531,ElizabethJenkins,1980-05-09,Soldier,true,19184
51532,tempore_ad_consequuntur,1998-07-09,Soldier,true,25274
51533,delectus_eos_aut,1983-02-10,Manager,true,37732
51534,aut_aut_facere,1988-11-07,Soldier,true,5358
51535,nam_exercitationem,1993-05-16,Manager,true,48996
51536,lCole,1994-02-05,Manager,true,34099
51537,JaniceFlores,1998-07-17,Support,false,46782
51538,StephanieJohnson,1980-12-30,Medical,true,35088
51539,AnthonyFreeman,1982-12-15,Soldier,false,41589
51540,aliquam_rerum,1991-05-13,Soldier,true,39325
51541,PhillipRobertson,1984-06-15,Manager,true,17309
51542,deserunt_cupiditate,1999-03-15,Soldier,true,18992
51543,RichardMurphy,1995-07-17,Soldier,true,36294
51544,odit_numquam,1994-11-29,Medical,true,34242
51545,expedita_sit_nostrum,2000-11-03,Manager,false,2915
51546,GeorgeBanks,1992-10-24,Soldier,true,3261
51547,laborum_dolore,1992-10-06,Medical,false,35650
51548,PaulPeterson,1993-05-16,Soldier,true,41054
51549,officia_tempore,1981-06-05,Medical,true,5099
51550,StephanieMontgomery,1980-02-01,Soldier,true,49724
51551,et_qui_nesciunt,1991-02-20,Soldier,true,5887
51552,HenryScott,1986-06-23,Soldier,true,30835
51553,ScottPerry,1992-10-20,Soldier,true,32450
51554,non_accusamus,1981-04-12,Soldier,false,40652
51555,ChristineWashington,1982-02-12,Medical,true,28639
51556,JasonGibson,2000-09-09,Manager,true,4978
51557,omnis_qui,1995-12-11,Soldier,true,4551
51558,SteveSmith,1992-04-23,Support,false,32353
51559,kGreene,2000-05-26,Manager,true,25067
51560,DorisBaker,1996-01-30,Soldier,true,44936
51561,hic_et_culpa,1995-10-15,Manager,true,31890
51562,AnnAustin,1997-12-26,Manager,true,24334
51563,KatherineLawrence,2000-09-05,Medical,false,36046
51564,GregoryWoods,1992-11-16,Manager,true,2737
51565,adipisci_eos_quia,1984-03-01,Manager,true,41331
51566,PhillipMiller,1981-11-17,Manager,true,20535
51567,MichellePerkins,1997-04-26,Soldier,true,26047
51568,ut_repellat_quod,1980-04-14,Soldier,true,32474
51569,unde_consequuntur,1986-04-17,Soldier,true,9421
51570,AndreaRussell,1981-07-16,Manager,true,4066
51571,CarolGilbert,1990-07-01,Soldier,true,32485
51572,hic_vero_libero,1993-02-27,Soldier,true,37625
51573,voluptas_rem_dignissimos,1981-08-28,Manager,true,35089
51574,NicoleBanks,1990-05-03,Soldier,false,19909
51575,AnnieStewart,1987-08-17,Soldier,true,25673
51576,modi_voluptatem,1983-11-25,Soldier,true,26678
51577,dicta_provident_ea,2000-05-16,Soldier,true,35617
51578,unde_non,1996-11-21,Soldier,true,49466
51579,earum_aut_nihil,1988-03-03,Medical,true,27340
51580,SusanAlexander,1987-11-28,Support,true,36666
51581,JulieSanders,1989-11-27,Soldier,true,25921
51582,ratione_ea_rerum,1992-02-04,Soldier,true,47004
51583,CarlChavez,1992-01-16,Soldier,true,8712
51584,JohnGonzalez,1980-03-31,Support,true,47757
51585,JustinAnderson,1990-01-29,Soldier,true,6884
51586,aut_veniam,1987-11-06,Soldier,true,27096
51587,ea_ut_consequuntur,1994-02-03,Manager,true,11565
51588,NicholasParker,1996-02-08,Soldier,true,20324
51589,NancyCarroll,1981-10-29,Soldier,true,1541
51590,perferendis_reprehenderit_quasi,1990-06-27,Soldier,true,30358
51591,provident_nam,2000-02-23,Soldier,true,5731
51592,nemo_nisi_itaque,1998-01-13,Soldier,true,21028
51593,RaymondEdwards,1990-04-04,Support,true,26471
51594,JustinRichards,1982-03-29,Manager,true,20075
51595,autem_omnis_ea,1985-10-29,Soldier,true,11600
51596,PatrickSchmidt,1986-06-27,Soldier,true,37287
51597,SarahEvans,1999-05-13,Soldier,true,10272
51598,molestias_illo,1985-05-25,Support,false,44044
51599,enim_repudiandae_et,1984-03-10,Soldier,true,28466
51600,rerum_fuga_delectus,1990-10-21,Medical,true,51113
51601,GeraldPerry,1998-10-02,Soldier,false,41132
51602,nulla_ducimus,1992-08-29,Medical,true,34810
51603,nemo_molestiae_deleniti,1994-12-06,Support,true,35735
51604,AntonioBrooks,1999-06-16,Manager,true,22269
51605,possimus_doloremque,1988-12-08,Manager,true,9725
51606,cupiditate_ut_accusamus,1993-02-14,Soldier,true,23724
51607,DennisRomero,1995-07-12,Soldier,true,37731
51608,eaque_temporibus,1988-11-10,Soldier,true,24942
51609,FrankArmstrong,1990-05-28,Soldier,true,48178
51610,xTorres,1983-08-06,Manager,true,34184
51611,KimberlyGeorge,1985-02-27,Soldier,true,7215
51612,eos_et_voluptas,1981-12-21,Support,true,984
51613,enim_et_magni,1982-01-09,Medical,true,20264
51614,sed_ut_exercitationem,2001-04-23,Manager,true,3023
51615,ArthurWillis,2001-11-23,Soldier,true,4844
51616,DorothyWhite,1982-06-27,Manager,true,13584
51617,quia_consequatur_quod,2000-11-07,Soldier,true,9172
51618,GloriaRice,1983-12-12,Soldier,true,50057
51619,VirginiaGardner,1983-07-09,Support,false,5390
51620,AnneMurphy,1989-01-24,Manager,true,34032
51621,AmandaHanson,1996-03-24,Manager,false,24087
51622,eaque_animi,1981-03-14,Soldier,true,32544
51623,tenetur_odit_ipsam,1984-01-11,Manager,false,31955
51624,rerum_magnam_et,1988-12-22,Soldier,false,13754
51625,ea_fugiat_eos,1984-06-04,Manager,true,37851
51626,minima_distinctio,1996-01-31,Medical,true,3839
51627,ArthurReynolds,1980-01-26,Soldier,true,23648
51628,TeresaJacobs,1990-12-13,Medical,false,20245
51629,sit_nihil_et,1998-09-20,Medical,true,45399
51630,consequatur_eveniet_vel,1983-04-25,Manager,false,11528
51631,ipsum_aut,2000-12-10,Manager,false,6700
51632,TheresaMccoy,1980-03-21,Medical,true,38918
51633,DavidRomero,1980-04-06,Manager,false,5070
51634,DorothyLynch,1986-08-28,Medical,false,39405
51635,NormaPierce,1981-07-22,Soldier,true,31645
51636,NormaJones,1995-05-09,Soldier,true,19900
51637,RobinBailey,1984-08-01,Support,true,49228
51638,KathrynRice,1983-10-13,Soldier,true,880
51639,recusandae_quisquam_maiores,2001-01-18,Soldier,true,10005
51640,AliceCunningham,1987-08-06,Medical,false,10619
51641,RaymondTorres,1986-07-10,Manager,true,47206
51642,WaynePatterson,1988-11-17,Soldier,false,14375
51643,FrankWilliamson,1985-09-18,Soldier,true,37205
51644,ipsum_qui_placeat,1997-12-10,Medical,true,22801
51645,dicta_autem_vel,2000-01-15,Soldier,true,6947
51646,praesentium_libero_quibusdam,2001-06-04,Soldier,true,44267
51647,SteveFisher,1993-05-14,Manager,true,7501
51648,cupiditate_rerum_est,1986-02-09,Soldier,true,10069
51649,ab_est_similique,1988-01-17,Manager,true,12792
51650,aut_quia_quasi,1994-08-03,Soldier,true,38273
51651,necessitatibus_iure_magnam,1999-01-12,Manager,true,17044
51652,LoisColeman,1984-07-01,Soldier,true,38465
51653,HowardReynolds,1990-12-14,Manager,false,20487
51654,StephanieKnight,1980-08-10,Manager,true,13236
51655,DianeRomero,1989-04-27,Soldier,true,33767
51656,voluptatem_aperiam,2000-07-12,Soldier,true,15586
51657,JudyMendoza,2001-07-25,Soldier,true,3812
51658,sit_laudantium_sit,1993-01-12,Soldier,true,36680
51659,et_ut_et,1996-07-08,Manager,true,45695
51660,explicabo_dolores_recusandae,1992-08-20,Soldier,true,24945
51661,DianaWhite,1998-05-04,Support,true,3917
51662,RubyBlack,1983-12-06,Soldier,false,37276
51663,AnnaGarrett,1988-06-08,Manager,true,15123
51664,KeithReed,1989-02-06,Soldier,true,36807
51665,RandyTorres,1996-12-03,Soldier,true,48217
51666,JimmyRussell,1993-08-03,Soldier,true,17021
51667,voluptatem_deserunt_quibusdam,1993-02-17,Soldier,true,24564
51668,veritatis_nesciunt_delectus,1997-12-20,Manager,true,51489
51669,iusto_aliquid,1996-11-11,Manager,true,30952
51670,RyanRivera,1987-09-01,Soldier,true,38690
51671,officia_dolorum_ut,1991-11-27,Soldier,true,35369
51672,JosephCarter,1985-04-06,Manager,true,8399
51673,AlbertChavez,1986-01-31,Medical,true,9847
51674,esse_illum_sint,1983-09-25,Manager,true,16688
51675,NicholasReynolds,1993-09-03,Medical,true,24206
51676,ducimus_hic_nam,1992-07-27,Manager,true,11712
51677,architecto_ad,1991-05-14,Medical,true,4311
51678,quia_nesciunt,1991-06-19,Manager,true,17268
51679,JaniceCruz,1993-01-09,Medical,true,46573
51680,AndreaRobertson,1981-08-10,Soldier,true,31037
51681,eveniet_ea_non,1980-09-24,Medical,true,45570
51682,nemo_iste_alias,2000-10-25,Soldier,true,20623
51683,nostrum_quibusdam_dolores,1982-05-22,Soldier,true,1987
51684,corporis_eaque,1985-12-27,Soldier,false,17863
51685,veritatis_voluptatibus,1987-10-08,Manager,true,4698
51686,JohnnyJordan,1984-06-03,Manager,false,21858
51687,dolores_enim_quae,1983-10-24,Support,true,41389
51688,DonaldPeters,1994-01-10,Manager,true,36430
51689,repellendus_voluptates_ut,1997-01-11,Soldier,true,34712
51690,alias_consequatur_ipsam,2001-11-16,Support,true,8245
51691,veritatis_necessitatibus,1982-11-02,Soldier,true,46627
51692,EugeneJackson,1994-05-25,Soldier,true,21872
51693,TerryTorres,1997-01-27,Soldier,true,16739
51694,JessicaRobinson,1985-01-31,Manager,true,1266
51695,DianaGreene,1995-08-15,Soldier,true,34278
51696,quasi_aut,1980-01-24,Medical,false,38257
51697,commodi_odit_voluptatibus,1986-05-29,Soldier,true,11691
51698,BillyMurray,1999-04-07,Soldier,true,15496
51699,excepturi_quas_laborum,1998-07-08,Manager,true,50803
51700,sunt_excepturi_porro,1986-07-28,Medical,false,4722
51701,maxime_ex,1980-11-10,Manager,true,51024
51702,BeverlyHernandez,1993-10-07,Soldier,false,43961
51703,accusantium_hic_ullam,1990-09-23,Manager,true,8290
51704,animi_ullam,1986-08-22,Soldier,true,32458
51705,eius_quis,1983-02-08,Soldier,true,3349
51706,incidunt_nobis,1983-11-09,Soldier,true,50619
51707,cumque_qui_voluptatum,1989-08-03,Manager,true,49263
51708,aspernatur_aperiam,1987-05-12,Support,false,30504
51709,JanetWatkins,1982-08-30,Manager,true,47698
51710,StephenMoreno,1995-10-25,Soldier,true,37387
51711,MarilynHanson,2001-03-11,Support,true,20299
51712,neque_illo_itaque,1992-09-11,Soldier,false,31403
51713,JerryMeyer,1981-02-24,Manager,true,49058
51714,ut_ipsa_illum,1996-01-31,Soldier,true,35740
51715,eveniet_laudantium_deleniti,1992-01-13,Manager,true,26966
51716,MatthewMiller,1991-01-04,Manager,true,5750
51717,RobertBradley,1986-07-08,Manager,true,40062
51718,sit_cumque_maxime,1989-02-25,Soldier,true,48106
51719,ipsam_tenetur_ex,1982-08-29,Soldier,false,45611
51720,jGutierrez,1993-04-05,Medical,true,17031
51721,impedit_et_sapiente,1990-01-21,Medical,true,51449
51722,MartinHarper,1999-12-15,Soldier,true,47786
51723,quidem_laborum,1990-10-13,Soldier,false,19882
51724,TimothyBerry,1982-10-25,Manager,true,24650
51725,maiores_impedit,1985-04-27,Soldier,true,10420
51726,quae_itaque_impedit,1993-08-30,Support,true,41312
51727,reprehenderit_qui_eos,1998-05-07,Manager,true,6650
51728,JuliaWagner,1985-04-05,Manager,true,11240
51729,DanielPhillips,1980-08-30,Soldier,true,36893
51730,HenryPrice,1981-05-24,Soldier,false,49612
51731,necessitatibus_nisi,1982-04-20,Manager,true,46432
51732,EricBrown,1997-01-03,Soldier,true,623
51733,voluptatum_qui,1989-08-19,Manager,true,35607
51734,fugiat_quos,1989-12-20,Medical,true,42384
51735,itaque_modi_voluptates,1988-07-15,Manager,true,50234
51736,JacquelineBlack,1988-11-27,Soldier,true,33551
51737,ElizabethSnyder,1998-09-08,Support,true,8950
51738,VirginiaOrtiz,1992-01-01,Soldier,true,16013
51739,esse_nesciunt_eius,1999-09-01,Soldier,true,43693
51740,sunt_rerum,1988-07-13,Manager,true,5361
51741,TimothyReyes,1980-11-16,Soldier,true,26359
51742,voluptatem_labore,1999-09-22,Soldier,true,32253
51743,RaymondHarris,1992-01-08,Soldier,true,5324
51744,SeanMontgomery,1991-02-08,Manager,true,43426
51745,EvelynMitchell,1992-09-01,Manager,true,23892
51746,BarbaraBrooks,1998-07-21,Manager,true,41985
51747,4Ross,1987-01-26,Support,true,10415
51748,dignissimos_fugiat_dolorem,1989-07-16,Soldier,false,5084
51749,BeverlyNguyen,1995-02-12,Support,true,16299
51750,tNichols,1990-08-14,Manager,true,3067
51751,nostrum_laudantium_nesciunt,1997-01-20,Soldier,true,32919
51752,SarahStephens,1998-09-01,Soldier,true,21324
51753,oMoore,1995-11-06,Manager,true,20254
51754,BrucePerez,1987-01-20,Manager,true,41664
51755,eum_repudiandae_explicabo,2001-06-29,Manager,true,3416
51756,qui_totam_repellendus,1983-03-07,Support,true,16407
51757,PamelaKennedy,1999-02-21,Soldier,true,14023
51758,JerryLee,1982-12-19,Soldier,false,33028
51759,RaymondMorgan,1987-09-29,Soldier,false,26782
51760,enim_quae_et,1991-07-27,Soldier,true,50872
51761,inventore_unde,1986-11-01,Soldier,true,25384
51762,JasonGarza,1986-11-14,Soldier,true,42806
51763,ratione_accusantium_quis,1991-01-19,Manager,true,27302
51764,BonnieWatson,1980-05-25,Soldier,true,3353
51765,deleniti_hic_voluptatem,1986-09-18,Soldier,true,16513
51766,StephanieRamirez,1981-06-09,Soldier,false,26717
51767,HaroldRichards,1984-04-11,Manager,true,20022
51768,KellyMoore,1986-03-31,Soldier,true,26886
51769,architecto_laudantium,1983-02-19,Manager,true,35609
51770,molestias_quia_soluta,1991-03-10,Medical,true,16652
51771,dicta_cum,1987-05-28,Soldier,true,9950
51772,GregoryMarshall,1987-06-25,Support,true,80
51773,in_ut_id,1997-04-04,Support,true,23432
51774,JaniceHayes,1983-02-11,Support,true,15716
51775,NicoleBishop,1982-03-18,Soldier,true,4165
51776,incidunt_rerum,1981-06-25,Soldier,true,31624
51777,deleniti_pariatur,1983-04-29,Soldier,false,15988
51778,est_iure_ratione,1996-08-07,Soldier,true,3708
51779,LawrenceClark,1990-04-02,Manager,true,75
51780,et_iusto_ex,1999-04-02,Medical,false,38613
51781,DorothyJames,1990-11-21,Soldier,true,41713
51782,molestiae_sit_dolorum,1985-10-28,Manager,true,48973
51783,ToddFrazier,1983-10-04,Soldier,true,35070
51784,maxime_autem,1983-05-08,Soldier,true,14715
51785,aut_aliquam_velit,1987-01-15,Medical,true,7470
51786,AmandaBarnes,1980-08-25,Soldier,true,48653
51787,soluta_praesentium_omnis,2000-04-18,Soldier,true,5615
51788,NicholasChavez,1999-07-07,Manager,true,40946
51789,HelenWagner,1984-03-02,Medical,true,8859
51790,JuanCollins,1999-04-09,Soldier,false,16900
51791,pariatur_sint,1988-12-06,Manager,true,29786
51792,corrupti_provident_expedita,1984-03-16,Manager,true,8263
51793,illum_et,1999-06-17,Manager,true,23885
51794,veniam_quas,2000-08-13,Soldier,true,10231
51795,JesseCastillo,1999-07-24,Manager,true,17002
51796,PaulaCarpenter,1993-08-13,Manager,true,36391
51797,BarbaraMurray,1981-11-22,Support,true,36202
51798,JoanHolmes,1996-02-27,Manager,true,21849
51799,cupiditate_porro_iusto,1989-12-23,Medical,true,39575
51800,TerryReed,1981-04-16,Soldier,true,5234
51801,atque_quae,1993-11-01,Manager,true,17419
51802,placeat_praesentium,2000-10-24,Manager,false,48120
51803,BettyFowler,1990-10-08,Soldier,true,7674
51804,quis_modi_mollitia,1988-05-30,Soldier,true,20788
51805,quis_cumque_ex,1988-10-07,Medical,true,33175
51806,nemo_recusandae_nesciunt,2000-05-07,Soldier,true,21871
51807,KarenLong,1996-03-27,Manager,true,26069
51808,iste_atque,1994-08-23,Manager,false,40780
51809,eum_recusandae_labore,1983-04-20,Manager,true,47645
51810,ChrisOwens,1992-12-30,Soldier,true,31620
51811,cumque_similique_aspernatur,1986-10-10,Manager,true,27176
51812,JosephSchmidt,1996-06-22,Soldier,false,48970
51813,AlbertJackson,1997-10-29,Soldier,true,11775
51814,autem_excepturi_dolor,1995-12-13,Soldier,true,3975
51815,et_culpa_libero,1984-11-14,Manager,true,19925
51816,est_minima_fugit,1982-01-05,Soldier,true,48839
51817,NancyJordan,1982-11-20,Soldier,true,18158
51818,soluta_sequi,1990-06-17,Manager,true,4365
51819,RachelLane,1994-05-20,Manager,true,26224
51820,facere_voluptatem,1992-06-25,Manager,false,15287
51821,cumque_odit_est,1995-04-03,Medical,true,15498
51822,illo_aperiam_dolorem,1996-05-27,Soldier,true,7251
51823,TinaGardner,2000-02-29,Soldier,true,51672
51824,perspiciatis_maxime,1993-08-11,Manager,true,50819
51825,et_aperiam_saepe,1985-06-27,Manager,true,14061
51826,KarenStanley,1998-05-07,Soldier,true,27052
51827,ut_ullam_voluptas,1993-04-14,Soldier,true,11404
51828,JuanAllen,1989-07-27,Soldier,true,43428
51829,eaque_vitae,1983-07-16,Support,false,49710
51830,IreneHowell,1985-10-07,Soldier,true,32585
51831,magnam_non_natus,1988-12-30,Soldier,true,8344
51832,veniam_esse_odio,1990-01-26,Soldier,true,33705
51833,enim_doloremque,1984-08-24,Manager,true,25535
51834,esse_recusandae_iusto,1987-06-18,Manager,true,9812
51835,CarlosStevens,1990-03-07,Manager,false,50549
51836,ipsum_consequatur_autem,1993-10-11,Soldier,true,5215
51837,soluta_totam_accusantium,1987-12-24,Support,false,37035
51838,WayneElliott,1986-11-11,Soldier,true,40979
51839,repellat_eligendi_nihil,1997-11-08,Soldier,true,29662
51840,et_praesentium_unde,1985-08-20,Medical,true,26505
51841,corporis_cum,1981-03-28,Soldier,true,21653
51842,eligendi_nobis_vel,1984-02-03,Medical,true,31035
51843,KellyGarcia,1985-12-22,Soldier,false,3134
51844,BeverlyStanley,1981-03-29,Soldier,true,21503
51845,fugiat_voluptatum_voluptatem,1984-03-01,Soldier,true,50822
51846,animi_at,1990-06-20,Soldier,true,41449
51847,maiores_in,1996-02-26,Manager,true,22835
51848,vitae_voluptatem_quod,1983-07-01,Manager,true,27903
51849,MartinCarr,1984-04-13,Soldier,true,6562
51850,JoseMills,2000-01-10,Soldier,true,46797
51851,esse_et_ex,1983-08-02,Manager,true,51375
51852,vero_deserunt_consequatur,1987-06-28,Soldier,true,13950
51853,HeatherVasquez,1983-10-08,Soldier,true,51653
51854,oRodriguez,1992-12-14,Soldier,true,36229
51855,FrancesHart,1985-01-20,Medical,true,11023
51856,RogerCrawford,1980-01-25,Manager,true,11629
51857,CarlGreene,1998-07-26,Manager,true,29830
51858,enim_quos_cupiditate,1982-07-27,Soldier,true,38702
51859,temporibus_iusto_qui,2000-11-30,Manager,true,7523
51860,optio_temporibus,1998-09-18,Soldier,true,26567
51861,autem_nostrum_mollitia,1998-01-25,Soldier,true,24198
51862,enim_quis,1993-11-01,Soldier,true,39348
51863,FredRobinson,1996-10-25,Manager,true,42932
51864,dolores_accusamus,1998-03-23,Manager,true,24100
51865,MatthewDavis,1992-08-19,Manager,true,4359
51866,PatriciaGraham,1999-05-24,Soldier,true,34719
51867,PatriciaChavez,1993-01-30,Manager,true,39478
51868,in_occaecati_sint,1989-01-15,Manager,true,15220
51869,JohnnyWilliamson,1988-06-19,Soldier,true,39816
51870,mollitia_quia,1985-05-04,Soldier,true,1455
51871,minima_sit_nihil,1994-09-07,Soldier,true,48652
51872,officiis_magnam_placeat,1986-09-12,Manager,true,11891
51873,EugeneTaylor,1998-03-14,Manager,true,18735
51874,RubyWheeler,1987-07-03,Manager,false,4782
51875,id_rerum_dignissimos,1999-12-19,Soldier,true,41182
51876,BobbyBurton,1989-02-17,Soldier,true,29597
51877,LoisBailey,1996-12-27,Soldier,true,51283
51878,aut_molestias_accusantium,1981-01-28,Soldier,true,16159
51879,JenniferPerry,1993-06-21,Medical,false,3765
51880,HaroldRice,1984-12-05,Manager,true,16447
51881,quas_amet,1992-05-01,Soldier,true,45384
51882,fuga_aperiam_et,1983-10-22,Soldier,true,37400
51883,in_distinctio_omnis,1988-12-26,Medical,true,3750
51884,tempore_quasi,1998-07-17,Soldier,true,32095
51885,BrandonYoung,1999-04-23,Support,true,13786
51886,minima_consequatur_autem,1994-09-19,Soldier,true,47914
51887,JoeLarson,2000-05-07,Soldier,true,19153
51888,tempore_similique_repudiandae,1986-06-18,Soldier,true,21831
51889,EarlShaw,1983-09-29,Soldier,true,16024
51890,ipsa_non,1981-04-04,Soldier,true,49155
51891,4Fowler,1991-08-05,Support,true,49529
51892,tempore_quos_debitis,1982-05-20,Soldier,true,49017
51893,vel_voluptatem_nesciunt,1999-04-05,Support,false,20544
51894,2Rivera,1999-06-21,Support,false,34112
51895,JoseJordan,1992-01-21,Soldier,true,7929
51896,PaulLopez,1994-06-03,Medical,true,10190
51897,JohnnyFernandez,1993-08-16,Soldier,true,35811
51898,voluptatibus_corrupti_cupiditate,1983-09-28,Soldier,true,33388
51899,RachelHarris,1989-11-13,Manager,true,33999
51900,adipisci_esse,1983-06-02,Medical,true,18535
51901,MildredReed,1998-10-08,Soldier,true,15464
51902,dolor_magni,1986-04-18,Medical,true,3177
51903,AntonioFisher,1993-04-11,Soldier,true,41541
51904,ArthurJenkins,1994-11-19,Support,true,22266
51905,BarbaraLarson,1989-05-08,Soldier,true,13257
51906,TeresaHanson,1999-02-12,Soldier,true,17772
51907,MatthewWilson,2000-01-23,Manager,true,6293
51908,iure_qui_voluptate,1996-07-19,Manager,false,50695
51909,RonaldFranklin,1996-05-25,Soldier,true,17330
51910,ChristopherWallace,1998-08-01,Manager,true,30646
51911,omnis_voluptatem_labore,1985-11-03,Manager,true,17683
51912,beatae_sunt,1984-09-15,Soldier,true,39690
51913,ChrisAlvarez,1998-08-24,Manager,true,49971
51914,BenjaminEvans,1996-01-10,Manager,false,2809
51915,ArthurHayes,1991-02-22,Soldier,true,35128
51916,LauraMorgan,1997-05-15,Medical,true,2649
51917,JonathanRice,1987-01-07,Manager,true,22282
51918,MartinWhite,1995-08-02,Soldier,true,51359
51919,BonnieKelley,1987-10-05,Soldier,true,18735
51920,CarlBaker,1997-04-03,Manager,true,10487
51921,inventore_numquam_consequatur,1986-09-18,Manager,false,5207
51922,ex_ad_vel,1996-07-25,Manager,true,35028
51923,LouiseDavis,1985-02-28,Manager,true,37586
51924,CynthiaDixon,1990-11-18,Manager,true,13489
51925,delectus_minima,1998-07-14,Manager,false,30360
51926,JoeKelly,1999-06-05,Manager,true,11921
51927,fugiat_libero_et,1996-01-26,Soldier,true,40696
51928,SamuelLawrence,1988-02-25,Manager,true,48671
51929,quia_soluta,1991-11-27,Manager,true,4698
51930,commodi_officiis,1993-03-31,Soldier,true,51128
51931,soluta_id_aliquam,1990-01-22,Manager,true,23784
51932,JoseArmstrong,1990-08-26,Soldier,true,41399
51933,porro_qui_incidunt,1989-01-10,Support,true,36613
51934,eum_saepe,1980-01-01,Soldier,true,43289
51935,DennisWelch,1980-03-17,Manager,true,39272
51936,ElizabethPeters,1980-06-16,Soldier,false,24976
51937,distinctio_eligendi_quaerat,1989-12-20,Manager,true,48461
51938,JasonFord,1986-02-06,Soldier,true,35598
51939,TammyDavis,1992-03-04,Manager,true,34957
51940,nam_sint,1993-10-08,Soldier,true,8100
51941,voluptas_doloribus,2001-01-24,Manager,true,44889
51942,velit_velit_veritatis,1983-10-06,Soldier,true,2857
51943,JasonRose,1992-10-06,Medical,true,21095
51944,TimothyFernandez,1995-03-06,Soldier,true,8783
51945,qui_excepturi,2001-09-14,Manager,true,40593
51946,gHall,1985-04-04,Manager,true,2915
51947,distinctio_nulla,1991-03-02,Manager,true,51249
51948,dolorem_quia_sit,1996-09-09,Soldier,true,30601
51949,et_at,1985-03-07,Soldier,true,44381
51950,tempore_eum,2001-06-21,Soldier,true,20500
51951,dolorum_sit_ut,1984-02-26,Support,true,11989
51952,KennethMartin,1983-08-29,Soldier,true,12319
51953,aperiam_incidunt_quas,1987-07-28,Medical,true,24032
51954,KevinHarvey,2001-01-01,Soldier,true,21054
51955,voluptas_esse_sint,1986-09-30,Support,true,40025
51956,CatherineEdwards,1999-12-27,Manager,true,7056
51957,ElizabethFields,1996-06-03,Soldier,true,48439
51958,quo_impedit,1992-10-30,Manager,true,27439
51959,JamesCollins,1997-04-30,Manager,true,22836
51960,EugeneKelley,1991-04-15,Soldier,true,36269
51961,BonnieWagner,1986-02-21,Manager,true,29433
51962,AnnaMorris,1994-10-06,Support,true,23488
51963,WilliamPalmer,1990-06-17,Manager,true,28456
51964,et_placeat_quod,1986-08-08,Soldier,true,29355
51965,reprehenderit_hic_numquam,1995-09-30,Soldier,true,16843
51966,MichaelVasquez,1991-05-30,Soldier,true,44692
51967,TeresaJordan,1996-08-12,Manager,true,10822
51968,itaque_delectus,1996-04-03,Support,true,47578
51969,aliquam_facilis,1988-08-28,Manager,true,51123
51970,KimberlyGutierrez,1980-03-10,Soldier,true,29900
51971,impedit_deleniti,1999-08-22,Manager,false,45137
51972,AntonioDuncan,1980-02-05,Soldier,true,1945
51973,aut_itaque_eos,1999-10-12,Support,false,8711
51974,quasi_consequatur_cupiditate,1994-09-02,Soldier,true,12056
51975,omnis_nam_architecto,1992-04-20,Soldier,true,49431
51976,doloremque_velit_beatae,1989-03-25,Medical,true,16027
51977,ChristopherWagner,1988-05-07,Soldier,true,31543
51978,MichaelAlexander,1984-06-06,Soldier,true,26599
51979,ullam_sit,1998-09-17,Manager,true,11301
51980,autem_voluptate_est,1999-03-29,Support,true,11134
51981,eos_rem_libero,1994-02-15,Soldier,true,20100
51982,autem_quam_quo,1986-01-16,Soldier,false,1688
51983,MariaMurphy,1984-09-01,Support,true,12391
51984,JimmyFlores,1995-01-06,Soldier,true,18954
51985,ChristopherPhillips,1993-07-24,Manager,true,24862
51986,JeffreyPatterson,1987-11-09,Medical,true,33999
51987,AndrewHarris,1991-08-02,Soldier,true,11596
51988,JuliaThompson,1995-01-09,Support,true,24518
51989,CharlesMoreno,1986-05-06,Soldier,true,34247
51990,est_in_perferendis,1998-08-05,Soldier,true,23964
